id,theme,theme_bucket,proverb_translit,literal_en,commentary
389,Relationship,relationship,Guruci akkala gurulatsa phalali,"The guru't wisdom hat homefrait to the guru kimtelf. 1494 5?WT Wr GurQ tasa cela Like guTu, like disciple, ' Like priest, like people ' (Englieli).",
390,Relationship,relationship,Gharacya devasa naivedya nako,The household God does not leant an offering.,If not given no one is the wiser. Inattention to a member of the family.
391,Religious,religious,CThadi dei dnyana tara guru ka phuiiki kana,If wUdom came bg leating why ghould the ffuru hreathe in one's ear?,
392,Religious,religious,ChaUvara kathi va sanyaaci loti,"A rag, a ttick, and a bra»» pot belong to tie ascetic.",The rag is for the gimja pipe.
393,Religious,religious,Tana mana dhana kiOB gurala arpana,"Off'er body, mind, and wealth to your guru.",
394,Religious,religious,Tirthi gelyavatsiina muiidana hota nahi,A man's hair is not entirely shaved of unless he go to a place if o Digitized ByGOOgle 194 MARATHI PROVERBS pUgritiii.,"It is a sign of repentance. Without going to the pereon who has authority over you, you will not repent."
395,Religious,religious,To papa deolira nabi puya kotbuna denara,Se teill not give ' tin ' much le»» ' merit.' A miser.,Sin and merit are opposites. The latter refers to almsgiving.
396,Religious,religious,Dakina tai pradakina,As the gift to the cireumaaihtUation.,As tihe priest is paid so will be the Qttmber of his circumambulations of the idol or temple.
397,Religious,religious,Deulara sabana va dharmafialetse ukhala,The temple jngment-alone and tie reit-ioute mortar.,Applied to s person or thing which all may use.
398,Religious,religious,Dene tase ghene va deva taee dhupatane,Ji we give to we receive; at the God to the center.,The first phrase ia also qnoted nhdm tote tiapa(a (As the borb so his patting). Deva ala dyayala to padara nahi ghyayala God came to give hut he had no lap in which to receive.
399,Religious,religious,Deva zhale latake va bramhaua zhale batake,The Godt have become falte and theBrakmant have lecome polluted.,
400,Religious,religious,Deva nahi devhari ani dhupatane udya man,God it not in the thrine and the center dancet about. ' When the cat's away the mice will play ' (English). 1620 fldoT'ft 'rtt TZ JKW ra Devalaa geli ghata va guravatee gele tsarhata The temple hat lott itt bell and the priest Ait rope.,
401,Religious,religious,De vana ghe vana,"Give an offaring, take an offering.",This is an offering made by women on certuD dftja of the year. Even God will not give without first receiving.
402,Religious,religious,DevalA dyave kana ghyave mana,We give to God by graint and take by btahel. 1524 t'l TiT iraiT Tflr; irttt Dona prahara acara tkaiitara anacara TAf first htUfoftke day religious after that irreligious.,The word dcara refers to rebgions ceremonies.
403,Religious,religious,Na kliatya devala bone (naivedya),Offerings to the Qod (idol) kAo does not eat them.,
404,Religious,religious,Navara maro ki navari maro upadhyasa daka,"netoe kania Let tie bridegroom die or let the bride die, it mil be a reason for tie priesfsfee. 1528 «mq mO'jO 1 tw nftw Navasa kele paropari pana eka deva nahi ghan.",She made vows in different ways but not one God was at home. The last phiase may be jiaiia pdvend iriiari (but Lord Hari gave no answer).
405,Religious,religious,Nemanistha pokala kata,A koUoa o&gervanee of form.,"The end of the «arfi toeked id at the back, by which the whole is secured, is called"
406,Religious,religious,Pupjantl svMga papafiti naraka,"The end of merit it heaven, the end ofiin m hell.",
407,Religious,religious,Paisa daksma va laksa pradakeina,A penny offering and (he want) a hundred thousand circumambmla Utmt! 151 2.,
408,Religious,religious,Pota anta sange santa,"The taint mill tag lekai it in hit mind. 1536 Himiin' MM' Prayatnanti paramefivara At the end of effort it God. ' The gods help tiiose who help themselves.' 1536 gwz tH qacin x Pbukata dardana devalanta dati A vitU to the idol allotoed) gratii and a crowd (comet)! People press to get what ib to be had for nothing. 1537 IJrant RTKT PhusakaitaS, aiigftra Ath of failure.",The word pkntakd (here personified) means a misB in the game Iti Dandn. Digitized ByGOOgle
409,Religious,religious,BabS. zane aankr&nta zSne,"Father knotet, SankraiU knovt.","Sankrant b the day when the Btm changes its couree. An sstrologer's boy onoe went into m Tillage to his master, who asked him when Sankrtnt would come. Be answered— To-day is SsDkrftiit.' The maater then Mid"
410,Religious,religious,Bhiketse anua pavitra,Food received tu alm» m pure.,A be need not trouble aboat the caste of the ver.
411,Religious,religious,Lahaaa murti pana thora kirti,A tmall idol but great fame.,Magons Alexander corpora parvus erat.
412,Religious,religious,Varalya devaci tutali dori khalatse deva bomba,"man If the Type get broken of the God above, the godt below will helloie.",People cling to the rope coDnected with the God above; if he do not help then tiie gods below can do nothing.
413,Religious,religious,Sahaza pade dandavata ghade,He fell accidentally (but tayt) he made a tabttation. ' To make a virtue of necessity ' (English). 1453. 1651 ifflr ftfldb 9b nft 'aiTvra gfii ftHs Sahaza bilvadala gale ani vyadhaaa mukti mile The Bilva leaf dropped of ittelf and Vyadha received a bletting.,He was a hunter who climbed up a Bilva tree when a leaf dropped on to Shiva (the phallus) below. This is supposed to be the origin of the fast of Shivaiatra.
414,Religious,religious,Kuva tale pana rajaputa ua tale,The Kelt may slip out of the wag but the Rajput wiU not.,He will leap over it or periBh.
415,Religious,religious,DeSastba dandaga ani bbakanvara sandaga,TkelMiattA Brahman it rough and liiei) tavonry encumber on bread. 167 VM 'wwi %TraT wn«nNnft %rai Dbaoagara basala jevaya takasangati Sevaja A thepherd tat dotrm to dine and eat bntier-wuik wUk rermieeift.,It a eaten with milk. A iintae to expose the BtDfadity
416,Religious,religious,Bayako maDabhavaa garaza nahi tsoli lugady,A Manhhao' leife ias no need of a bodice and sadi.,The hride goom nBU&Ilj provides these. The Manbhaos have a commnnity of wives.
417,Religious,religious,Bramhana vafidfive Taiid§ve pana kadapi ua niii,dave Alwajfi speak retpectfuUg of a Brahman but never disrespectfully. 1578 gmzedbyGOOgle 304 MARATHI PROVERBS 1883 WTfVT Tt •WWl'l T BrimLan& b katyavatsuna nahi.,There it no Brahman woman who does not tuck her sadi end into her maial-band. Other women often wear their sadis like the skirt; of a gown; Brahman women draw the Ti-ont part between the lege and tack it into the band behind.
418,Religious,religious,Bhato bajako ka karana tara gavavara tsalate,priest! wAy don't you marry? (Hie replies) My viUage feet) »atigfy me He is niggardly. 1591 «i'iflilr rt3f WTw iftr iTf flif iK3f w Bhatatse khaae kaya aoi bramhauatse maraDe kaya What i» rice-food!' and what it a Brahman » heating? Rice gives little nouriBbmeiit.,To be beaten by a Brahman
419,Religious,religious,Maharatse ladake khelate hftdake,Tie Maidi't pet play t with bones.,Mahars have the riht to claim the dead aninials of the village.
420,Religious,religious,MoBalamana bhuka hata suka,"A hungry Musalmdn and a dry hand, i e. he has notbiog to eat.",
421,Religious,religious,Musalamana va beimana,A Musalmdn it an imfaithful man.,
422,Religious,religious,Maindancya hatanta phase,Loaded dice in the hands ofMaindt. 1605 iJMiiqi4k infiir flri srrat Lajfabbanabhau ani kaade kbail A Zamiidn is an onion-eater. 1606 nn 'ftTT tt4iOI hfll Yadarjatsa bhoga pbatakar&tsa BOga A Fadars adommmt is a trailing eoarse blanket. gmzedbyGOOgle,
423,Religious,religious,Svajatiya ekatra rahati,"People of one easte live together, 1608 fzni 5ft wz Jwtftwr wr Hatailta tun bhata bhatanila man TuTjmUe in the market; the jtriett beatt ki vife.","The prie§t hag Dot yet bought the pulse, but he beats the wife because he wants it cooked in a parldcalar way I The first word may be idtakt (in hand). To the proverb is eometitnee added data karoHla kapdtala (will yoo make it thick or"
424,Religious,religious,KannSiCi regba tale na tale,"The uviting of fate m inevitable and unavoidable. gmzedbyGOOgle 208 MARATHI PROVERBS 1615 v4ii Si vi4im ftnft Karmacya gati saugavya kiU jy em e// iow wtamf vag9 deiti»jf i«« / 1616 vIrvT twf vf4 ifN 1©5 tot Karmacja Uioga ani tlna dole doi& m Tt»»h ofdinq tiere are three eyea to two fti tarn. 1617 nv?: Ifir ftwit ir Ghanhara Sete didre pikati bhate Srerj family otnufieid imt FmU ripemt tie rice,",
425,Religious,religious,Janina l»ljt Pn karma dile nahi,/ M« tie emmae tf Ua hirii ha mot rf HafmU.,"SpiB. with eomGxt, tX"
426,Religious,religious,ZaiiS dairaci ozui tatg baddhi npze fiuiii,Astfait i ava me a jiiwomniiif imtgffiftmee imi i lawi Ss ik Ac ufifMile s«a» — The mm whom they tfae gn) intead to ram thn- depdrc of ukdnsteading ' it:t.(m6rmtay lik Qaaa in T«h pndfR pnas denMBtafc.,
427,Religious,religious,Jvatse na&tba traEselatrDlnia,EaOkftnam emria iUftie ariiA Um. 1633 vl«vi)«EW«vnl AmJiaBiimimfmifiU.,Digitized ByGOOgle XII. RELIGIOUS ao9
428,Religious,religious,Devane dile va karmaue nele,God gave and Fate took away. 1624 'wnif iBB uraft flft irfJigEB Daiva naeata anukula aptabi hot! pratikula IfFaie U not kind even Telative» are unkind. 1625 fll-kfl lf?I ftflm ifil Daivael gati vilakana ati Fatt movement are maneUou. 1626 Vd iftTii TTfTT Dbarma karita karma ubhe rabate Fate inferferet while a religious work m beiTig done.,"Or the phrase may be Karma pafhtsa lagate (Fate pursues usj. The two are some times contrasted thus, Dharma thodd karma adkika (Little religion, mach fate)."
429,Religious,religious,Dbire dhire daiva ughade,"Iiittle by little fate opens, i. e. becomee fevourable. 1629 Tlfl «rtlf ffWilT TUftr ■'I TlfV WTTT Nagiba lagale dyavaya an! padara nahi ghyavaya Fate began to give and (tiey had) no lap in which to receive.","There were onoe an old man and woman and a boj who were so poor that the' lived in a quarry. These poor people heard that a very holy man, who used to paaa every day, bad power with Qod and pleaded for hia help. He listened, and went to pray for them. Hearing his plea, God promised that they should have whatever they asked— one was to ask oa each day, beginning with the woman, then the man, and then the buy. Being told this, they aat up all night deliberating as to what they should ask for. They were so poor that it seemnd to be useleas to aak for life, and yet if they asked fbr money they might not live. gmzedbyGOOgle"
430,Religious,religious,Bhikaryatse naSiba bhikiLrl,The beggar's Fate i» a beggar.,Fate pemoQified took the form of a beggar.
431,Religious,religious,Sude tlna hata nalba,My fate is three and a half cubits long.,The full measure of good luck.
432,Religious,religious,Gban Simaga bahera div&ll,"At home, torrow (Shimgd); ouUide, jog (Divdli).","The two are referred to tb many ways,"
433,Religious,religious,Sara divasa tsara pana Sivaratrl kara,Eat ail day keep the featt of) Shivratra.,"Certain food, plantains, nnts,"
434,Religious,religious,Ai jevali mhalafia pavall,"Mother has eaten, Mhdhd U favourable.","A house goddess, the wife of Khandoba, to whom a little food ia offered before eating. Here the son implies that an offering is nnnecessary aa his mother has already eaten."
